timestamp,asset_id,cycle_index,Capacity,ambient_temperature,Re,Rct,discharge_max_Temperature,discharge_avg_Voltage,discharge_min_Voltage,discharge_avg_Current,discharge_duration_min,charge_max_Temperature,charge_avg_Voltage,charge_max_Voltage,charge_avg_Current,charge_duration_min,cycle_types_present
2000-01-01T00:00:00,B0029,1,1.697507332205763,43,0.02834045552997675,0.044702257716667325,58.72626885895911,3.3651860477851834,1.9999364731586213,-3.9753962170197243,26.216666666666665,,,,,,discharge
2000-01-01T04:00:00,B0029,3,1.844701206961174,43,0.02834045552997675,0.044702257716667325,59.76796387174703,3.3905928994464873,1.8520590925934357,-3.9342485526057955,28.716666666666665,,,,,,discharge
2000-01-01T08:00:00,B0029,5,1.8254376674722927,43,0.02834045552997675,0.044702257716667325,59.844347317645614,3.3944582472061784,1.8857258246963948,-3.9332952670181975,28.416666666666668,,,,,,discharge
2000-01-01T12:00:00,B0029,7,1.815750429913437,43,0.02834045552997675,0.044702257716667325,59.9199472840752,3.394696317253661,1.8534777499421093,-3.932113456162452,28.283333333333335,,,,,,discharge
2000-01-01T16:00:00,B0029,9,1.8132993337127028,43,0.02834045552997675,0.044702257716667325,59.89475354681757,3.398579443319999,1.913443763136564,-3.931581069158435,28.1,,,,,,discharge
2000-01-01T20:00:00,B0029,13,1.8151647619660576,43,0.02814132119972847,0.03954262418162729,59.588132364640614,3.3970260675114696,1.9392366668780092,-3.976472905870513,27.966666666666665,,,,,,discharge
2000-01-02T00:00:00,B0029,15,1.8143317955190057,43,0.02814132119972847,0.03954262418162729,59.81336613073259,3.4017447799349796,1.926680416628282,-3.953172457226365,27.966666666666665,,,,,,discharge
2000-01-02T04:00:00,B0029,17,1.801343601809866,43,0.02814132119972847,0.03954262418162729,59.75433532594285,3.400790257856999,1.89070792341858,-3.952037378872224,27.766666666666666,,,,,,discharge
2000-01-02T08:00:00,B0029,19,1.7881558802945825,43,0.02814132119972847,0.03954262418162729,59.7737242563152,3.4030834056443755,1.93249158993614,-3.951642628329456,27.566666666666666,,,,,,discharge
2000-01-02T12:00:00,B0029,21,1.7760714604539518,43,0.02814132119972847,0.03954262418162729,59.800107348599425,3.4052467951556413,1.9713665258317914,-3.9514812160488924,27.4,,,,,,discharge
2000-01-02T16:00:00,B0029,25,1.7852807447597443,43,0.028862176890309586,0.03974093563379893,59.92418745751934,3.3969592538295337,1.8523796286853516,-3.974136073511708,27.533333333333335,,,,,,discharge
2000-01-02T20:00:00,B0029,27,1.7698116401111978,43,0.028862176890309586,0.03974093563379893,60.120904895462246,3.3978270130572263,1.8385968486453488,-3.94933484428352,27.466666666666665,,,,,,discharge
2000-01-03T00:00:00,B0029,29,1.7565231680521758,43,0.028862176890309586,0.03974093563379893,60.159083367849426,3.3976547229925322,1.8332269197665616,-3.948773942479504,27.283333333333335,,,,,,discharge
2000-01-03T04:00:00,B0029,31,1.7543413277348154,43,0.028862176890309586,0.03974093563379893,60.033062355018394,3.400358560849027,1.8809955356138472,-3.9481894541359304,27.083333333333332,,,,,,discharge
